Genes	g0	g1	g2	g3	s0	s1	s2	s3	s4	s5
FGSG_03682	0	0	1.07949120409204	1.6049843341303	1.86764218722576	1.62845031412559	1.65701599207076	2.33391327465767	1.79181395114907	1.16816265496538
FGSG_03681	0	0	0	1.03410640645595	3.28491258775542	4.97029578435584	5.38778269186775	6.47694451952117	6.63170551629602	5.78251613874996
FGSG_03679	0	6.07350931552782	5.55217098671253	5.0912184582735	6.7450763056072	4.2092030667625	3.08875668809547	3.19164169703357	3.14854439687273	2.43945740217968
FGSG_03680	2.57372918172006	0	1.22020293536915	1.53649803055541	1.96728605655916	2.78260040305282	5.66475406353573	8.80132200431579	9.29454067113614	7.98547680206669
FGSG_03687	7.05996359561901	7.40277523085291	9.46445397853264	8.96200102747648	2.95954323058784	0	0	0	0	0
FGSG_03686	0	0	0	0	0	0	0	0	0	0
FGSG_03685	3.06520886291111	1.39819565016647	2.33222525559004	2.78164155722819	3.66122943159591	4.01616656187349	3.17904864192369	2.51811679321134	2.19428268868864	1.96703966574309
FGSG_03678	5.56301817353573	3.00689381653341	0	0	0	1.41917220739773	2.12857588557555	2.22233020610994	1.61128464569531	1.31339266848865
FGSG_03674	0	0	0	1.01117899767697	5.36110979528747	5.85492538691076	7.62543827749735	7.61357142339537	7.50787912580741	4.68382179948359
FGSG_20588	0	0	0	0	0	0	1.26135247104609	1.08133191496157	1.02088730951507	0
FGSG_03672	0	0	0	1.07052860073589	3.70996378936859	4.19499480370401	3.52682169803492	3.0238903581128	2.70334048980704	2.10151841292127
FGSG_03675	4.28603557028363	4.23389056433808	4.99735686504261	5.45707582571391	4.84633354545905	5.23048700109346	5.19912098873884	4.47402543151372	3.68254361988382	2.74402944721424
FGSG_03677	2.6225924056137	2.38001530017571	2.75834138746117	2.92821239168623	2.61271207253061	3.60291943360243	4.09172498620658	3.69167848294377	2.77597112947737	1.8690051004328
FGSG_03676	2.05100041081389	2.89856483410123	2.6927945013599	3.78264444989992	3.47838336372922	3.29588238724762	3.33576584933871	2.76864512656524	2.00643275426554	1.18447034879429
FGSG_03669	1.07054490953642	1.23435581482124	2.70777708300216	3.05694581103908	1.49117241019038	1.76419788172735	1.7594763787084	1.623879245997	1.29696950880367	0
FGSG_03668	4.31535241458442	4.41096573737714	5.45475517542328	5.3835849399361	5.33656870904545	4.90177000427195	4.17553863200613	4.18628710219041	3.67084852186556	3.60975898333196
FGSG_12396	8.83488824710658	5.92306105887957	5.75795733027476	6.35865934881573	5.44593652470503	4.73843888041599	5.0695175428279	5.39187142965927	5.43047406586068	4.38509632238508
FGSG_03670	3.55535353694515	2.57677761056085	1.79753285631003	1.55160095944551	0	1.05450937964328	1.30458214002962	1.29916054947754	1.15908765050794	1.6110565629671
FGSG_03667	8.50710159806848	3.28040228168827	2.57196703439949	2.20580229414025	6.53731864543019	5.82751472727254	6.82869863758356	5.93804557290814	4.81366516065473	4.05022886623091
FGSG_03666	7.85305199842671	2.56174699988415	1.41337308155712	1.5547346102989	4.73836279660895	2.03438233395077	4.209333393784	2.8149096447413	1.88257092754785	1.96611234390531
FGSG_12397	5.94593367892235	1.22033493303621	1.74808784918495	1.65028359274461	3.88918743624674	1.76929813264011	3.64824246871891	2.31147199055042	1.42310332170249	1.23816577681006
FGSG_12398	6.00405993273517	2.34949610653506	2.23432672899206	2.24438296536453	4.39258691145888	3.1340620099926	4.29121615238827	3.96686830346883	3.35347928149184	3.04453805339635
FGSG_03664	0	0	2.16696944883974	2.52112557672625	2.53184777267498	3.01368037155069	2.68492514163848	1.88359351506046	1.51601483367467	1.29891095290748
FGSG_03660	0	0	0	0	0	1.27685224126937	1.38416592117101	1.42011814098135	0	1.01430096642329
FGSG_12399	0	0	0	0	0	0	0	0	0	0
FGSG_12400	0	0	0	0	0	0	1.02043005390196	0	0	0
FGSG_03662	2.6436864016843	3.04290642397532	1.9076996055387	1.11277748179756	4.56612854782158	2.1776024838052	3.22852893830841	4.26548023868932	4.38117872414879	2.79595874960753
FGSG_03661	0	0	0	0	1.20804827790558	2.06543569025846	2.18545475592991	2.56295716966959	2.26931453257639	1.48369991788804
FGSG_03658	1.48339904296023	0	0	0	0	0	0	0	0	0
FGSG_03659	8.28908793348764	6.09355278605203	5.87553702799107	5.89544853199179	4.43528332328812	7.3572990048648	7.72137653439473	6.96541631285528	5.92395862438503	5.40684004347978
FGSG_03654	0	0	0	0	3.19485905855066	2.34647140340729	3.01248413502167	2.13857110531504	1.93062765189995	1.47305951912514
FGSG_03651	0	0	0	0	1.64230163193318	2.27649429759241	2.49178717981513	1.38926181795359	1.01691579984208	1.9653735125205
FGSG_03652	0	0	0	0	0	0	0	0	0	0
FGSG_03653	0	0	0	0	4.58878336657035	4.38661869700297	5.37758121741421	4.41914688567766	3.93218869263511	3.226800975974
FGSG_03648	0	0	2.47377649086407	2.99154170459957	4.37246479716486	5.48785379806624	5.36263148388568	3.95153068305909	2.3979615824402	1.8793772866001
FGSG_03655	1.44303792119406	0	1.30683439886122	1.95444824284871	6.77286546384264	8.12242027492274	8.7125797604602	7.59421747723434	6.4396704148397	4.87704452691296
FGSG_03647	1.02581858811579	0	0	0	1.44038992305632	3.51826586798755	5.07748559940444	4.072789014813	3.18329327251899	1.85812634046197
FGSG_03649	0	0	1.96616373859334	2.2656714785245	2.33107251619445	4.28087465032508	4.54130574491906	3.73948410504264	3.02190610896292	2.09045786876101
FGSG_03645	0	0	0	0	3.15602132191942	4.33856573943236	5.01959296028748	4.5361293928349	3.90122635975784	3.03555249495295
FGSG_03646	0	0	0	0	1.27431654110881	2.99776457963392	5.29885472884872	4.52332484325283	4.1697558502209	3.19091933119667
FGSG_03657	6.65854151061394	1.93336941791396	1.14946206580308	1.64384480082544	4.07994150227895	4.89475346349151	6.6214760779567	5.92036850081663	5.35404477722968	4.67479868181968
FGSG_03656	0	0	0	0	4.03736453150373	5.55487951902507	5.84753774031445	5.17482956979361	4.88161303630843	4.20959103369986
FGSG_03644	2.63126948347889	0	0	0	1.85727498656224	4.77300129613391	5.51986355821247	5.57691867693955	4.91441231828978	3.76747645123633
FGSG_03642	0	0	1.37693279813837	2.92538184925801	1.90977481450298	1.22238588644939	1.75714844377531	1.65859135151211	1.11451936029395	0
FGSG_03641	3.013077054368	0	0	0	1.75049367775322	2.59183922920984	2.51989419342804	2.22624688008231	1.84356199784657	2.28317102160212
FGSG_03640	4.08147336648259	0	0	0	0	0	0	0	0	0
FGSG_03636	0	0	0	0	0	0	1.47346242436819	1.86130070355931	1.42081993277242	0
FGSG_03638	3.88349160932604	4.94539884457378	5.35290768585147	5.13072361439622	2.06797375006984	4.06101080906308	6.47171991625122	7.9554971333764	7.89928036759187	6.45986618646548
FGSG_03639	5.97673517328054	8.53620144036353	7.57030529265428	6.97365267154616	0	0	0	0	1.28904425259856	1.31204572926431
FGSG_03634	0	0	0	0	0	0	0	0	0	0
FGSG_03635	3.73178891058607	0	0	0	4.89123928748664	4.50031665518073	3.32756701992464	2.56469542193826	1.46557109391034	0
FGSG_03632	0	4.57407921402585	7.30406186677971	6.97866174644685	6.11134286169903	6.71218783189718	7.42385389081569	6.19140151474842	4.02671930186121	3.06874065453825
FGSG_03633	5.68205855868916	4.05292886687878	2.41000692217161	1.57920538140883	4.11125364852415	2.74556664945469	3.07063651038701	3.6008888673581	4.62483100866333	4.55011297222001
FGSG_03628	0	0	0	1.24825177833603	0	0	0	0	0	0
FGSG_03629	1.90879971099009	0	0	0	1.90723873557548	1.27777830811576	1.84056707262029	1.79980611459835	1.35363070324734	1.24310049035496
FGSG_03631	4.55485072148498	0	0	0	1.07092728987968	1.72021927815804	1.94170115608747	1.62086517495503	1.43957625902796	1.63640585801676
FGSG_03627	2.4770514468975	1.64610031771121	2.85101270974427	3.44305060923725	5.42387784672509	4.26231901809954	1.51798948725963	0	0	0
FGSG_03626	2.90572067332136	2.93851744066215	5.83076247886164	5.46381618742775	5.2320623116898	4.5825234564843	1.70753301803397	0	1.23608281407064	1.16094399783337
FGSG_12402	5.97154649009376	3.01561252459917	0	0	1.69050526390291	3.12805594300786	3.70580935712943	3.93749419348277	1.9185407947043	1.16021851811921
FGSG_03621	0	0	0	0	0	0	0	0	0	3.80302846475393
FGSG_03619	0	0	0	0	2.05672843221096	2.0700618195309	1.88154605246445	1.58389110481131	1.09740884660517	0
FGSG_03622	0	0	0	0	0	1.43811829131045	1.16774174169731	0	0	0
FGSG_12406	0	4.35656545472282	3.45964094606763	3.61580718764256	0	0	0	0	0	0
FGSG_12403	3.21147795883892	0	0	0	1.31169691063492	1.9936256255055	1.5949081930412	1.28373767157857	1.39266375368003	1.21643847358815
FGSG_03624	0	2.34435289502376	5.33144584930394	4.69769658823432	0	0	0	0	1.11264908748305	1.23749683234446
FGSG_12407	1.71985050707444	5.83742610994586	6.32533197018986	6.54327212523614	4.77628764702706	4.26648798608653	4.18392891768762	3.82839824841467	3.17481055295932	2.66640859606027
FGSG_03616	4.45016922593018	1.76723739457358	0	0	3.29097701013281	4.72537415464754	5.80119063548991	5.22457938804028	4.35901242177535	2.15437758370857
FGSG_03614	1.13493912761682	0	3.39603524645513	2.95725862858361	1.90569547336076	0	0	0	0	0
FGSG_03611	2.20375824668527	0	0	0	0	1.67680083518667	1.20806752387896	0	0	0
FGSG_03608	0	0	0	0	0	2.74984182375134	6.91909324490724	9.33542236306193	9.02893936763454	5.36410764874667
FGSG_03604	0	0	0	0	0	0	0	1.33857672447871	0	0
FGSG_20591	0	0	0	0	0	0	0	0	0	0
FGSG_03607	0	1.26975709157232	1.8895284235218	1.730455713061	0	0	1.73980676801352	2.89354451013023	2.74181341715467	1.60651821409033
FGSG_03610	1.55806325978941	0	0	0	0	2.14176968212504	2.48696681072035	2.45402270072236	2.17239869235261	1.2444737233564
FGSG_03606	1.04661920720157	0	0	0	0	1.54100825098577	1.58344815661688	1.72097799998945	1.31828632640878	1.02122635367021
FGSG_03605	0	0	0	0	0	0	1.30343095784637	2.3641588904145	0	0
FGSG_03603	2.0944663499549	1.56760534009976	1.01838188894287	1.00059992448638	1.67573564550903	2.86977527645516	4.63077975304705	6.13032775758195	3.60298919336805	0
FGSG_12408	0	0	0	0	0	0	0	0	0	3.45602547321922
FGSG_03615	3.88690739676112	1.31400511967483	0	0	1.96211395987849	3.3222606555805	4.78376432918725	4.08542148871635	3.13593649880783	1.23951874070369
FGSG_20592	0	0	0	0	0	0	0	0	0	0
FGSG_03598	0	0	0	0	1.40831039097665	1.94310456904127	1.71387228963902	1.42513193274654	0	0
FGSG_03601	0	0	0	0	0	0	1.63064057040347	1.11203475550351	1.17073952781289	0
FGSG_03600	0	0	0	0	0	0	0	0	0	0
FGSG_12409	3.9089350481935	6.44616056098086	4.87361255104793	5.25847398251878	5.00493993768249	4.64391111976765	4.06589027897763	3.19610729877557	2.38154160982658	2.22887767504949
FGSG_03597	4.65027020881182	7.85258500010395	6.39729374710806	5.83729014822143	5.04039506353812	4.69363468446773	2.06914508831436	1.26276382475258	0	0
FGSG_03596	0	0	0	0	0	0	0	0	1.01522182230466	5.2873995645214
FGSG_03595	2.4228085374982	0	0	0	1.09539029098797	1.41098929231877	1.38764695375903	1.39008322660888	1.48441648391146	1.89537603765578
FGSG_20593	0	0	0	0	0	0	0	0	0	0
FGSG_03594	6.42046481553644	5.2584653656034	5.08890578036218	4.89320911446369	5.04679063845036	5.37772800451676	5.28608853681778	5.63005465807213	6.15292792719512	6.80977217540242
FGSG_03593	3.70182279532109	2.83739540932793	0	0	6.53098586048454	9.2991016526753	9.99288895334083	8.48161568903001	6.93958421804661	5.10571879195673
FGSG_03592	3.87843797585913	2.5064236666578	0	0	3.25221359243051	6.17557002798923	6.24325138605654	4.55884488283036	3.62423319908051	2.54679516888726
FGSG_03591	2.76968038067755	0	0	0	1.36105930674429	2.87969017697143	3.26372206844364	2.65492983754295	3.50007289452702	5.75290247207949
FGSG_20022	0	0	0	0	0	0	0	0	0	0
FGSG_03590	1.99135334083436	0	0	0	3.05807795261914	3.28694134437731	3.53619388123608	3.36013600193399	3.04937914211856	2.81891807764755
FGSG_03589	2.10600875909033	0	1.53826814639618	1.91304904656617	3.97338258699567	5.36993225209848	5.47729348275204	5.21909158207947	4.37508097628987	3.69270666158077
FGSG_03585	0	0	2.67185227080712	2.23614495678633	0	0	0	0	0	0
FGSG_03586	0	0	0	0	0	0	0	0	1.95608895368092	2.46616978043724
FGSG_03583	0	0	0	0	0	0	0	0	0	2.77182072563247
FGSG_03587	1.80394513033461	0	0	0	1.42282646565755	1.82372621283717	1.74369230152265	1.2709726638388	0	1.12528982904273
FGSG_03588	4.1297065783809	0	0	0	0	0	0	0	0	0
FGSG_03582	3.69224109662666	5.52126815227415	5.57258907918988	5.43393034896771	5.6976608329968	3.30714574262664	3.20024461538909	2.97338504438332	3.25875328082154	4.53905978919158
FGSG_03579	0	0	2.95906964947242	3.51936532671449	3.75018181627019	5.23026604349924	4.98947358090936	3.9843969071102	2.88280415445682	1.20827573059589
FGSG_03578	0	1.46887627554763	0	1.04184894981846	1.36869869342073	1.68743338989715	1.72535045508962	1.40102254333821	1.18401985894638	0
FGSG_20594	0	0	0	0	0	0	0	0	0	0
FGSG_03581	3.56808326305025	1.9138123423234	3.11863520063278	2.87699112393885	5.71048829938712	5.44005998724314	5.68202080183311	5.44675179172815	4.51748088475059	4.33765492131859
FGSG_20595	0	0	0	0	0	0	0	0	0	0
FGSG_03580	0	3.01389187949831	3.21480068459569	3.8523086313107	4.24308026879021	3.94742233462809	3.55446030077643	2.96538313333287	2.01633723257796	2.12356522083229
FGSG_03576	0	0	0	0	1.12035471789077	2.32681957799853	2.58756248285588	1.8434795461256	1.28400678197937	0
FGSG_12413	0	0	0	0	0	0	0	0	1.00480052396348	5.48361850535877
FGSG_12414	0	0	0	0	0	0	0	0	0	5.26440004320255
FGSG_03574	0	2.38119167398925	4.72048441736997	4.53884958567446	3.19939067622677	2.82457767109608	2.50374345286555	1.96524485961067	1.74845704406923	1.46661158704261
FGSG_03571	0	0	0	0	0	0	0	0	0	0
FGSG_03575	0	0	1.65446226321943	2.11159567822435	4.68342311551568	6.2740677386415	5.605774096183	5.07541246904858	4.23804478578832	2.97233678802458
FGSG_03577	3.69917866666473	5.10016383503538	5.44209827566653	5.00355893899047	4.03519206384187	3.75406046827013	3.31494314048384	2.14724037919687	1.63996573330732	2.6790889252341
FGSG_03570	1.6558978295928	0	0	0	0	0	2.6101573327752	5.00431135274905	4.38509125223806	2.10444138881888
FGSG_03568	0	0	2.0607209133634	3.15331406527591	3.14507764390188	2.88953383513541	2.02445027928391	1.80536029539508	0	0
FGSG_03567	0	0	1.3248049288269	2.13836410479066	5.75478039188751	5.62365269106816	4.69470135546853	4.35169260733807	2.56975125868427	0
FGSG_12415	0	0	0	1.12794057278059	1.0724076511504	1.64784844100624	1.27863599467702	1.10571140529962	0	0
FGSG_03569	5.07099648059882	6.34887239300154	8.74041299177544	8.1676918281845	8.61613168467313	8.24588835987907	8.77031708520899	9.20131300168722	8.70532756241583	6.72179275365609
FGSG_03566	5.22253698101935	1.13681785049469	0	0	3.28199828386634	3.89448199860234	3.76746513330187	3.71066247896326	3.12086759843566	2.53929563674481
FGSG_03565	11.8837436187549	7.32948679693786	4.43090135549555	4.66630989762076	7.33497972505898	7.35917476607224	7.13020616387078	6.27390973771459	5.84303463539761	5.46107173320214
FGSG_03560	0	0	0	0	0	0	0	1.31669045170002	2.72540682477815	2.23110852242444
FGSG_03559	5.75437629622839	3.83338261410988	2.99260715019668	2.77874521958105	2.58886381962715	3.71199571920806	3.67562245745945	3.53148521754407	3.40521840142177	2.88297386225987
FGSG_03564	1.50624635617014	1.72651241677583	3.86201976515831	4.15973630078489	0	2.00559724535645	2.07178714230866	1.69512426930978	1.34980399896635	1.12955008922632
FGSG_03563	8.19966701796027	3.22385961819394	0	0	1.43618951250362	3.64847978260989	3.91474248708701	3.89111915621581	3.8890143739579	3.80929545387925
FGSG_03562	7.09635047754828	2.72050237714802	0	1.0160075184107	1.3708501385026	3.82811959935698	3.97323461361274	3.79721011424832	3.59271315777854	3.22540365055356
FGSG_03561	9.32718796796599	4.65323316838476	0	1.29613228827167	5.72098212953464	6.71509725373549	5.76498052661386	4.75184403010594	4.1078315022318	3.81079079988141
FGSG_20023	0	0	0	0	0	0	0	0	0	0
FGSG_03557	3.03817262700979	1.31519542033633	1.50989326387866	1.77745773400116	3.46230590565306	4.18585344091665	3.58428731693877	3.28882711560459	3.05631570023826	2.83303283012394
FGSG_03556	0	0	0	0	3.1801491902258	0	0	0	0	2.03982037468926
FGSG_03558	7.73158419155324	3.74291685723446	0	1.02807858790631	4.01358480974399	5.21937410581061	5.11900585562377	4.36873114920581	3.63850130078018	2.74344926411945
FGSG_20600	0	0	0	0	0	0	0	0	0	0
FGSG_03555	0	0	0	0	0	0	0	0	1.59737072015373	5.84587695900365
FGSG_03554	5.9383112561167	5.29027178848191	5.54900716258863	5.7085157189478	7.20384180353137	5.39852191377977	7.21100126785031	7.07481772214699	6.80474239237309	6.38053699390965
FGSG_03552	0	0	0	0	2.05354833347608	2.65666585846002	1.96792795097857	1.46564611621051	0	0
FGSG_03549	0	0	0	0	0	0	0	0	0	0
FGSG_12416	0	0	0	0	1.44928465178757	2.22616033431279	1.39040726877575	1.2413103834196	0	0
FGSG_03551	1.19936713943777	2.02067546175937	3.41446652264995	3.13286523263557	3.3285655019405	3.78479964611085	3.56833351958873	3.14583219082199	2.69423415406564	2.3285674353712
FGSG_03550	0	0	0	0	0	0	2.14835840811054	5.40496070230454	7.52387173198238	8.41480492554024
FGSG_03546	1.02382019434957	0	0	0	0	0	0	0	0	0
FGSG_03545	3.27531356428478	0	0	0	2.42793548033109	3.1920228043734	3.06310352338127	2.54942503736701	1.98196257189424	1.82960987459819
FGSG_03553	8.02682412313741	5.94378430378322	4.90653133264163	4.48888238185159	5.92469431597546	6.56374507644598	6.4327026897074	6.47737718821756	6.13904386842665	5.49767776621668
FGSG_03536	0	0	0	0	0	0	0	0	1.10716400535008	1.48924879847965
FGSG_03530	0	0	0	0	1.26660289837519	2.03017076323738	4.32853505436268	3.25940392187684	1.39094287171433	0
FGSG_03541	1.11649712705511	0	0	0	0	0	0	0	0	0
FGSG_03535	0	0	0	0	0	0	0	0	0	0
FGSG_03539	0	0	0	0	0	0	0	0	0	0
FGSG_03538	1.00034994628617	0	0	0	0	0	0	0	0	0
FGSG_03544	7.11974928701401	4.1037683366832	0	1.94013110509316	11.0690996053329	10.9318667175881	8.59548912153405	8.54291883314856	7.06721746452907	7.47404027538282
FGSG_03528	0	0	1.79568562649445	1.79776386026234	3.69448572525802	3.72024253831012	2.24398548558931	0	0	0
FGSG_03527	0	0	0	0	0	0	0	0	0	3.4499860204131
FGSG_03529	4.14965613150771	5.88390628612316	4.62180321949821	4.67412023140955	7.99547595718491	4.22570198918989	4.43122570583896	3.84161972854073	3.74532409742486	2.7020315107019
FGSG_03526	0	0	0	0	0	1.86289971430963	3.8714937976578	2.13959837872215	1.90434208664057	2.17927021526522
FGSG_03525	6.97249280131367	6.88509629750386	5.89853946555722	5.52085664629016	6.14423716689595	6.29233183013046	5.87976714080914	5.28722281411821	4.3643719382786	3.58350704627736
FGSG_03524	4.25309438662927	6.86096621431794	7.21280417129414	7.31884170710777	5.96263815352633	5.38247040532612	4.70694555273257	3.88744400885644	3.12070114516866	2.55619779270696
FGSG_03523	3.64574090702765	0	0	0	3.37837588253238	2.45853763611083	2.88663657984753	3.30592994665017	2.66607307394231	0
FGSG_03518	0	0	2.67070320297383	1.89390787725493	0	0	0	0	0	0
FGSG_03519	0	0	0	0	0	0	1.23147463205229	0	0	0
FGSG_03520	1.87380268455305	4.45352932905644	1.89878660333003	1.60011296834031	3.51323396684076	2.87571854183471	2.52508802913147	2.94796485777423	3.22263762007893	3.14771099785318
FGSG_03522	5.59163978276322	3.17888759834032	2.16702074613543	1.7117041253507	3.19125274332354	3.26059493842492	3.18804286985888	2.88422880086067	2.71229650581769	1.97612174425804
FGSG_03521	2.54985857748031	0	0	0	1.72469008120939	3.12868872298126	3.8538085161422	3.73138181806522	3.84814841523656	3.28286832225992
FGSG_03516	0	0	0	0	0	0	0	0	0	0
FGSG_03517	6.6661244985936	6.25863945271461	4.780043992681	4.98198153644443	4.69482240094564	4.52782657630061	4.17971101391974	3.9005008027433	3.61867028198654	3.67620930731317
FGSG_03514	0	0	0	0	0	1.09907135702917	1.36810644623174	1.25653771319756	1.37128620159892	1.4457150421109
FGSG_03513	0	0	0	0	2.94849705430047	5.71317414354973	4.87095455637829	3.50320233187426	3.820963249705	4.88409329049421
FGSG_12418	4.5732272365908	2.18303024072235	1.91027265984934	1.67536692126373	6.01829519394174	7.77704700141586	7.85334338868114	8.10527043969521	7.97594960549069	7.43163861038803
FGSG_20601	0	0	0	0	0	0	0	0	0	0
FGSG_03512	4.92261661908647	5.51636999785963	5.14321205107815	4.95864379974431	4.8230483549526	3.73867393782454	3.1872234163202	2.82840707464504	2.20103230861123	1.92695497421052
FGSG_03509	0	0	0	0	3.69204597735259	3.17707198192	0	0	0	0
FGSG_03507	0	0	0	0	0	0	0	0	0	0
FGSG_03508	0	0	1.35744286641098	1.78922119257075	2.71599390127102	2.85216984555413	2.24698817443397	1.48633991966667	0	0
FGSG_03506	0	0	0	0	0	0	0	0	0	0
FGSG_20024	0	0	0	0	0	0	0	0	0	0
FGSG_03511	6.18366038871215	3.79459960821899	5.61855594384478	5.29643947996786	3.22002211014169	4.11975547304486	2.86081793333044	1.77416706306127	1.12402517733797	0
FGSG_03505	7.38151672474652	3.61897805938794	2.69421765913783	3.53699806179174	5.94826800740374	5.82349766597681	5.82122911623895	6.14712117889099	6.40531466326724	6.33862741189216
FGSG_20602	0	0	0	0	0	0	0	0	0	0
FGSG_12419	0	0	0	0	1.25951378301328	0	0	0	0	1.01693229919213
FGSG_03502	6.28003433788638	1.05231951747395	0	0	4.78868365397981	4.47287225293034	4.85052463967628	5.48173928046929	5.26187634847023	5.12260036661667
FGSG_12420	2.79128173954566	4.40946548371353	3.72799105039915	3.82645173986314	3.67285582390856	3.5587289721822	3.64407807294797	3.1903022447613	2.75894925330489	2.87708021806651
FGSG_12421	2.14351020709897	7.08593492257298	6.0357460563572	5.58645890008231	4.63404774264697	3.1609321524383	3.41027005044681	3.85040385973479	4.3062712261103	4.16743131045111
FGSG_03498	1.44466331520011	5.1291062161717	5.91536681845565	6.50970468318875	2.08287647125992	0	0	0	0	0
FGSG_03497	3.7826472854014	4.53523789803666	3.98254967215122	3.6949775230316	3.63066567038012	4.72628675379709	4.93294556344409	5.09478097806795	4.99411569934205	4.82618186845368
FGSG_03496	0	0	0	0	0	0	0	0	0	0
FGSG_20603	0	0	0	0	0	0	0	0	0	0
FGSG_03488	0	0	0	0	0	0	0	0	0	0
FGSG_03484	0	0	0	0	1.90575246216704	1.49220284245952	1.20840021876788	0	0	0
FGSG_03482	0	2.85887093576709	3.30487470647306	3.50923008369482	2.64001989258826	2.663458425095	2.93725266886919	2.75668900138162	2.87214843075836	2.60404437926219
FGSG_03486	0	0	0	0	4.21171584061643	7.05776811707915	7.84580436990621	7.11491837310049	6.90073154705178	5.44679027303966
FGSG_03485	0	0	1.02187879154145	1.20747876585628	2.34639127659283	2.47048345761898	2.18117917364426	1.85876590802321	1.2287450468567	0
FGSG_03487	1.21199688977144	1.71975167067708	2.66020096341359	2.32035642808041	2.86577607659791	3.95309724068107	3.79659429736936	3.72474842727739	3.33029052948361	3.12131527203435
FGSG_03479	0	0	0	0	0	0	0	0	0	3.95357633587682
FGSG_03477	0	0	0	1.6751871955577	4.26134603865211	4.40742829431925	2.88058818346056	2.54806313762048	2.15259371303836	0
FGSG_03476	0	0	0	0	1.84770624065358	0	0	0	0	0
FGSG_03495	6.69495683292013	2.5130275954712	0	0	4.32407144729093	5.70787374821282	5.20189003542213	4.33464578774672	3.44253649055261	2.77512480289605
FGSG_03481	0	1.63962637014009	1.01222174325584	1.22486888306395	4.68784373400387	5.1053357281417	5.40183830544447	5.46387228640283	5.2514960402039	4.71848258900165
FGSG_03480	4.19984577570802	4.86104070220426	3.90673596425817	3.96387854606328	2.08692122427849	1.78344311541393	1.98133425999785	2.34585975935868	2.19222461470132	2.7602648411849
FGSG_03473	1.19583604467136	2.12848845953282	1.3614250024692	1.8038936173145	2.97263236153206	2.45441493988537	2.84072071930573	3.56057226682307	4.35643697961873	3.7578676375834
FGSG_12424	0	0	1.11214119658656	2.19930768660554	1.45482526717371	2.48437442211932	2.07941386227846	1.80028359380136	1.89483217085938	1.31133237619509
FGSG_03471	0	0	0	0	0	0	0	0	0	0
FGSG_12425	0	0	0	0	0	0	0	0	0	0
FGSG_12426	2.65609910872596	2.75974246693185	2.88579757478976	2.75875180620967	3.12944422408066	3.19900659282909	3.35456309139324	3.25652870161492	3.22171062602145	3.44402588845219
FGSG_03475	4.5497497559892	1.28737345125881	1.87684482358786	2.18547942139812	5.28815882499444	5.00317102864897	4.06319690263451	3.55337727862156	3.09414015290352	3.3218335211948
FGSG_03474	1.97595875673737	3.18954453149643	3.84801723413383	4.05521561570604	4.57310257266037	3.96124545340898	4.0421042951121	4.00313166462843	3.60954752379843	3.37747444641314
FGSG_03466	2.06100031401267	4.63464899729405	9.30197864086694	9.53698319914402	6.95386425224194	6.89275667283902	6.01856163657101	5.32899268489495	4.99570887702709	6.12151957874997
FGSG_03465	0	0	0	0	3.19775236735904	4.72754844693261	5.36906653412239	5.3100957955085	5.40766579084818	4.20160987471786
FGSG_03459	0	0	0	0	5.2073285864564	3.80222839768415	3.42660035536185	2.17356443375649	0	0
FGSG_03458	0	0	0	0	1.00370809214283	0	0	0	0	0
FGSG_12428	1.50455426172156	0	2.78325245603724	3.01354346310649	4.43149409255219	5.81368833003945	6.20118138770556	6.19649161493251	5.72041174948471	4.75897374122862
FGSG_03463	1.15509083676096	0	0	0	1.46969235643385	4.41440032374946	2.99372265329486	1.56434297762346	1.04267762614844	0
FGSG_03462	1.27439888337616	0	0	0	4.0809928737437	3.82499851551005	5.07595897355201	3.8745719735461	3.6499796348794	3.50943548690266
FGSG_03457	0	4.62926097176858	5.15461998767171	4.65599182852786	0	0	0	0	0	0
FGSG_03455	0	0	0	1.16105909257072	4.97047366409378	5.28919077821843	5.38711284963862	4.09772854206139	3.08307363369881	1.58479229474596
FGSG_03456	5.36557743621443	6.41041118867182	5.65949434161724	5.58614254921563	3.31291762967218	2.82559694701099	2.24176196675084	1.46473038365524	1.39236428819084	1.73346664464316
FGSG_03451	4.71562351733185	1.55907208830922	1.79026818234715	2.28149698714279	3.22085681715393	2.33398578126947	1.39897827579059	1.27331289138985	0	0
FGSG_03450	0	0	0	1.15569858027435	1.92982696989135	2.3434819178735	2.26356719694422	1.56072997343946	0	0
FGSG_03453	1.1846332387653	0	0	0	1.01934666018322	0	0	0	0	0
FGSG_03452	8.8936565861541	6.84816384687141	6.53157903761566	6.36297285943397	6.27719116018762	4.40581716939763	4.0150530340075	6.09629815846855	6.51365316024501	5.37202806490821
FGSG_03445	3.62501580243254	4.52426318614483	0	0	3.49800438057499	0	1.33059486596472	1.67959338833196	1.77707546494045	1.77603755457142
FGSG_03443	0	0	1.10436174933487	1.44386884289948	4.79216444315136	4.71638788009429	4.65652169422067	5.23724234465078	5.44255417443108	5.36156812065821
FGSG_12433	0	2.16903399506406	0	0	0	0	0	0	0	0
FGSG_20025	0	0	0	0	0	0	0	0	0	0
FGSG_03442	1.73554346175429	4.16852779519133	5.20186773520464	5.45294516578881	5.85481229706165	3.58659768242623	3.54720287019621	3.80094833547349	4.44671538582144	3.99174592008647
