Genes	T0	T1	T2	T3	T4	T5	T6	T12	T16	T24
RO3G_06872	5.10052537370986	2.14317573719586	2.26482493810051	3.37020406143763	3.32009399690289	3.7628782223788	4.27353892473711	4.09686373421701	4.84620758065485	4.65209227953643
RO3G_06874	6.59877285888632	5.74167793958775	5.21367652857126	5.07252707787261	5.15428372622239	4.58383046771075	4.68696600249239	4.02834608076294	4.33347352546186	4.53909982670766
RO3G_06875	4.91435851498653	4.80445845188778	4.44487992871305	4.55478707959277	4.51575748200159	4.42783815874544	4.21949792157224	4.34433836788181	4.24273699391297	4.4471055558621
RO3G_06877	1.48403473725533	4.95134927984947	4.98475043893371	4.50052982909379	4.41697924630391	3.95283520630636	3.625834785439	1.26196317173877	2.79948065206405	2.26767743764173
RO3G_06879	3.51800655035315	3.90616534239694	3.57151176793585	3.66530964869918	3.43379487196438	3.24628732040037	3.16323101119749	1.5922779695059	2.58919960881887	2.37805572144029
RO3G_06882	0	0	0	0	0	0	0	0	0	0
RO3G_06876	7.78137771162312	3.82766494081712	3.76185434286449	4.31111050852908	6.13573368632363	6.67468876576394	7.27162027862796	8.08181182520465	7.79376216901684	7.86069757839669
RO3G_06878	7.05802364671336	1.1241854003251	1.16802993523984	0	0	0	0	0	0	0
RO3G_06880	4.15664573236863	4.86403828197237	4.73266054147276	5.00362160769976	4.91704739121738	4.76191654335144	4.6233922936722	3.52942264049769	4.28442023688381	3.90474165723061
RO3G_06881	4.93674283517409	3.73009398781031	3.08461278988025	3.04761578454406	2.90900644521737	3.09524907495748	3.19863612591715	3.92025557458674	4.04046770568629	5.28625526453064
RO3G_06885	0	0	0	0	0	0	0	0	0	0
RO3G_06883	5.40303247963185	4.55659114606687	5.42769825969609	5.28249598996433	5.51292384638409	5.35419042595669	5.27687690295915	5.43621235544375	4.91564065841334	5.34749830696828
RO3G_06884	4.17502842990025	5.86941371140017	5.16663516936096	4.94072009654327	4.98366174144251	4.86115625961839	4.43502836935874	2.87513682033553	3.31848667046042	2.70151745973993
RO3G_06888	0	0	0	0	1.51233874628357	0	1.6498412835718	1.88372370051553	2.08040893370909	1.29669047146175
RO3G_06890	4.72651124684058	3.79004948742349	4.34176812177417	4.63962943582489	4.79473890025604	4.84127078850964	5.1158800744884	4.33477849829483	5.30479187342243	4.87935113581258
RO3G_06895	3.47802598315429	1.09332232997873	3.1521355743867	4.20296264489559	4.71539500006714	4.92479810352165	5.34846190613066	6.47092607765623	6.42528257120639	6.87823446014575
RO3G_06892	4.07256247803324	3.56859320034432	4.56629903174583	4.29542148299271	4.66077176295751	4.6085194096164	4.68468502928145	4.48366833790817	4.65099991479171	4.57153329826743
RO3G_06893	5.70259194424778	6.18338271183288	4.98603074164562	4.72094727237369	4.41326713399982	4.01465509126955	4.23540794937645	4.08082061846333	4.1346636388854	3.90941711597726
RO3G_06894	2.90296972744368	2.38444585975243	1.96125441090779	2.21931548372814	2.57308821439919	2.69560958111214	2.81328453323436	3.33795637771733	3.06585302814999	3.29089387742825
RO3G_06901	3.40931281378785	2.92578608440766	2.35849479466879	2.44637532623432	2.20616325446098	2.03242740187124	2.1358932860292	1.1045411901472	1.88846476990927	1.57536475054763
RO3G_06899	0	1.8959517629018	2.75751473535959	2.65889898341037	2.6145738161169	2.11732806857699	2.50371219798692	3.23447019477963	3.12470592501714	2.98550229667909
RO3G_06898	4.14585716180491	1.88187269293004	4.26946084965407	4.49371453279893	4.49224117316751	4.30507299797651	4.47548174751828	3.98489676730527	4.55899005714106	4.12243637307868
RO3G_06886	6.76828657909074	3.75777162182844	3.97173632690854	4.31665126158542	4.06281515581363	4.0659137532446	4.05064582581761	3.20524121798968	3.48283579843404	2.82597459245356
RO3G_06887	7.18145599697498	2.65991861651315	4.31263791013231	5.98164550332554	6.3795232086917	7.14158664384054	7.52622991248733	8.49718069124524	8.24369244889035	8.53214508987163
RO3G_06902	4.22898574981842	4.0085784840283	3.75471349902896	4.00666025463213	3.76223767411489	3.79490727285046	3.87948320169122	3.42714887484103	4.33208610883026	4.30878817904623
RO3G_06903	5.09918333741033	7.47585263925732	7.42208991805462	7.30676997726851	7.15010337676503	6.73565626923348	6.43788291148285	5.38049028012544	5.26525567552565	4.73265184609711
RO3G_06910	0	0	0	0	0	0	0	0	0	0
RO3G_06905	4.99502267252829	2.30422784600253	1.17839234178503	1.07256850241745	1.03619619734371	0	1.15369767844976	2.16304717379255	1.40851756256929	3.48078194240782
RO3G_06906	2.15092048796763	1.64961424899038	2.08675960462711	1.49562974471739	2.36141371077827	2.47242767182963	2.5185708465983	2.47848588331298	2.41520349893029	2.25459888830284
RO3G_06907	3.65038457995864	4.01247463290523	5.36541761827089	5.02375880465525	5.2380038028638	5.07040217013444	5.26031812923335	4.70313085879405	4.50438750541343	4.20917658849934
RO3G_06908	3.5716931523037	4.76919620637169	5.93208040957859	6.04259518913064	6.18947230953704	5.88865682119324	6.07240020600103	5.72274415858499	5.37681330551619	4.83688292091585
RO3G_06909	1.62559249950342	2.16889501234624	2.34533341595853	1.73231901625815	1.78008568593372	2.12527827810703	2.65878397340989	3.49858135287334	3.92580704612337	4.07349116612292
RO3G_06914	0	0	0	0	0	0	0	0	0	0
RO3G_06911	4.47176778126735	3.05220192343127	5.66188896590628	6.94992025125548	6.89460578883613	6.92518771089183	6.8327262832636	7.06343835049227	7.07795741858801	7.1650621634505
RO3G_06912	5.66149953699518	5.73277018847691	4.88834231410532	4.77075851074382	4.40395192369	4.50249403537204	4.35387689802149	4.43929753670023	4.71453739058732	5.0116060455817
RO3G_06917	0	0	0	0	0	0	0	0	0	0
RO3G_06919	0	1.36741757417984	1.28379380961256	0	1.13336672856773	0	0	0	0	0
RO3G_06918	0	0	0	0	0	0	0	0	0	0
RO3G_06915	2.92294587498251	2.83402382172882	2.81311517375719	3.05401941699023	2.56045278649988	2.83291961553895	2.46953748686446	1.72609910920602	2.90426543040596	2.7475815373495
RO3G_06916	6.22027459947895	8.84852988913597	8.90200371020805	8.35518709456	8.22198071724752	7.76080001431645	7.5629107040423	6.52037381372602	5.6091750258929	4.39580284654212
RO3G_06921	4.17708851933626	0	0	0	0	0	0	0	0	0
RO3G_06923	0	0	0	0	0	0	0	0	0	0
RO3G_06922	4.59373746198982	1.13141418257679	1.0076621850082	2.28172614882719	2.24509776330146	1.72330758494534	2.51758721326153	4.62580970552178	3.68248166069776	4.94678597710846
RO3G_06925	0	0	0	0	0	0	0	0	0	0
RO3G_06920	7.65165987987336	3.08745664824194	2.68594881649582	3.42610775399912	3.87199260718219	4.24190192333883	4.6406066964041	5.94863241932368	5.7973239145619	6.49842032694551
RO3G_06924	5.2532581678438	1.65830639278962	2.27195505372944	2.71456658980744	3.12490361907085	3.67223203628356	3.7778778258181	4.70788610007158	4.678493796148	5.49712958873756
RO3G_06926	6.80288840696284	4.39689279624852	6.01544796738238	6.80899638906415	6.93389324104129	7.36158783505166	7.34692286782997	7.06499890434021	7.10013943695882	6.10372439299584
RO3G_06930	3.25896635200639	4.44320024467008	4.08585541303224	4.29589861617748	4.16196026247088	3.94341946459409	4.10089041862023	4.11265233575269	4.18105259182333	4.58821969686979
RO3G_06927	10.0631387686604	9.77682781759592	10.2576749317791	10.105275238018	9.98977209229375	9.80120562847324	9.79373139715927	10.3149191299502	9.19849547479635	9.58191000298863
RO3G_06935	1.90982880360896	1.6857966997975	0	0	1.25088202080293	1.84622909422366	2.19446912865371	1.3433106122207	0	0
RO3G_06936	5.18061895426674	7.2836928785477	7.31173414923069	6.97287401401158	6.8695659363536	6.63582850176914	6.4082336462488	6.03589591670049	5.65965552000064	5.54067443460445
RO3G_06933	4.87456412160912	4.58099762220967	4.36427890140241	4.31478811080513	3.75535386316123	3.93275956370218	3.45596818252201	3.53862468925338	3.48112700202279	3.70162324343601
RO3G_06934	7.86031374541524	7.55363776352839	6.79796063646136	6.65655413238185	6.5332489834283	6.33177337754721	6.45953877168638	6.88934589671427	6.39676037007913	5.60443833372136
RO3G_06931	9.20059675252309	6.62144271392476	7.67069917640524	8.53077706507828	8.73708050810881	8.7377662989017	8.39318064295193	8.66561596838531	8.58750783975505	8.82302440947831
RO3G_06932	2.52501185381111	4.92449178613937	3.43589432619637	3.50173689689981	3.06678108563942	2.97699195343639	2.17450873477102	1.29892271232055	1.75373205864206	0
RO3G_06945	1.96729873155679	0	0	2.01322735262504	3.1709798374842	3.91147956488164	4.81632942498366	5.71384218547728	6.69894381198216	7.51749666126039
RO3G_06937	5.08111013210156	3.29982638135586	3.70680456863139	3.70164856842263	4.01165085630634	4.10237360687755	4.43369734699256	5.28064108171017	4.71599690656603	5.25303640535191
RO3G_06938	4.72787230809563	3.1197860777334	2.28677392626422	2.12091921723414	2.36162655017221	2.13392238825475	2.34641688211081	3.48016719696975	3.60958480669822	4.59666771022704
RO3G_06939	2.14117963882372	0	0	0	0	0	0	0	1.32371335664397	1.57731350831683
RO3G_06940	5.09331636035419	4.910387257859	7.08591549465666	7.6637600339676	7.85437329558674	7.73259168416033	7.46280644614592	6.55445024112222	5.83732219720228	5.78189867546921
RO3G_06947	3.07257499910344	3.32564645646746	3.43997196058438	3.7572949229291	3.96323419029764	3.80940598214584	3.99619139376866	4.62595537864823	4.94195420031223	4.93006634761
RO3G_06946	4.08187307202934	4.18562279697109	6.64920027447172	8.27075502882564	8.73765673471542	9.24305790153088	9.48765073712516	9.05480904407976	9.45845421776159	10.5883374854582
RO3G_06949	7.82672987972488	8.2494625884918	7.70821677399404	7.60762690506591	7.44563587522468	7.08743796506215	6.82416355823477	7.51456069404054	6.6723136167143	6.61876533064989
RO3G_06950	3.81839863773563	5.38021073701747	5.86414407894219	5.28028288027691	5.09608285734667	4.60281835278322	4.33258704546833	3.17919296265641	3.27787919271678	2.81176273436655
RO3G_06951	4.71210893412881	5.01749508683135	3.51788006504062	3.38716709313104	3.12254434838156	3.43691735748947	3.28835788713946	2.65983232218535	3.28083625976859	3.49009923337121
RO3G_06952	5.02757812910817	3.90426591895009	3.59380958579012	3.89047143361166	4.10750616083266	4.21199975184778	4.67143342149326	5.75190798436758	6.14705896417066	6.22604490880124
RO3G_06953	5.41591590018054	3.63484504194159	3.48907735261035	3.28059695755163	3.4771836090703	3.91799177463625	4.00443286689588	5.17428675180125	5.38734818337234	4.71400106695391
RO3G_06954	2.9442443288213	4.21694241510091	4.26588385947543	3.91272044880632	3.54552808756481	3.20092195073207	3.16296653332789	2.12178257448819	2.54643134902061	2.19231543850065
RO3G_06955	7.72645930301785	6.71827943600697	6.43170228767836	6.68910331806891	7.115944929775	7.42183752859636	7.49749912233292	7.28647916081945	7.44930619503284	6.93647403891983
RO3G_06956	6.52403582379687	6.25580881722255	4.75304957566826	5.04075671070395	4.88764935531569	5.00913038008135	4.99579577740214	4.45491389603656	4.90415019380126	5.23429912176714
RO3G_06957	6.66313044954356	2.51172018272238	0	0	1.26833816249829	2.33495193682143	2.65800057116542	5.62722960718377	5.17549219873309	6.4311222200467
RO3G_06962	0	0	0	0	0	0	0	0	0	0
RO3G_06964	0	0	0	0	0	0	0	0	0	0
RO3G_06963	0	0	0	0	0	0	0	0	0	0
RO3G_06968	4.6382114238413	2.94017448283991	4.41878719095362	4.55999910232899	5.07574364128207	5.35347135813455	5.51606630006957	5.41132932835151	5.27379615653769	5.47982308543963
RO3G_06970	4.70842751504308	3.37009629471731	3.58224441236103	3.95295814045061	4.58017648421576	4.73923206365661	4.99663871217955	5.23377084957252	5.30144218998907	5.23355794661266
RO3G_06965	3.80290100445761	0	1.91191334809426	2.34453829097033	2.88646021030559	2.80685242424245	3.52300928136527	5.44556378907252	4.6530858381442	5.61946630035803
RO3G_06966	4.48072785501802	4.47523168736796	5.24207575365607	5.12089986224988	5.20525304980302	5.49254910632026	5.48552556360215	5.08729977841074	5.05051309394223	4.72357464802286
RO3G_06967	3.62220752847243	2.49840355343603	3.45312974500282	3.62389383407368	4.08492801712037	3.84982655156434	4.01632522561246	3.31834963345867	4.01824879792342	3.91681950375907
RO3G_06971	3.72986476829382	0	0	0	0	0	0	0	0	1.09650992085485
RO3G_06972	3.27117684596139	0	1.97074699379289	1.8706607014314	2.17662339298594	2.6224333551821	2.48873304066034	2.00979810081597	2.47908236188002	2.49461394346562
RO3G_06973	3.80160666560517	0	1.45639856645883	2.58599171944242	2.31684924945752	2.39353498080422	2.37596467059048	2.26597045864838	2.93338863773339	2.9385194960997
RO3G_06977	1.08450801502267	3.7379611147972	1.9355641090141	1.64420131798344	1.99042885376328	2.24814241229766	2.41487831909485	2.69529361504834	2.11234020707116	1.62130022285012
RO3G_06974	5.62767258631256	4.81846804779892	5.37087755265858	5.83221629788579	5.93850335854507	5.63877145676332	5.53899046951594	4.57291068416874	5.17398394094273	4.82906267374332
RO3G_06975	4.32184952077717	2.29052442881796	1.94807036980398	2.33098577098542	2.59578303063677	2.60702433318672	2.72766667860527	3.13307442333505	3.861460834313	4.34767917303756
RO3G_06980	0	0	0	0	0	0	0	0	0	0
RO3G_06958	2.04109683683086	4.33234071630644	3.79853858164864	3.18901099807695	2.99047059037831	2.72498333743923	2.07351880508552	1.75061643021519	1.09886180445798	0
RO3G_06959	9.30750022829062	3.66134930550499	3.81389678243946	3.74703066285824	5.28839908568774	6.20818644431038	7.05358679087026	7.14104793825071	6.68264827793711	7.30985997315928
RO3G_06960	4.57420741915519	3.13839926078076	3.45791796314266	3.94917366614938	4.18506659215851	4.56840761344497	4.60327533153965	4.62703827869322	4.69656289773015	5.06177163964199
RO3G_06961	4.89168337608452	2.93713646777089	4.08125691837953	4.31402432107553	4.2703273213235	4.20681173097775	4.43807202680792	4.6175571984767	4.49496179813662	4.91001619127083
RO3G_06978	9.12371127174936	9.67889755611334	10.0323493734679	9.83160713848707	9.76977676612853	9.61311125581329	9.58177338467945	9.9372191704657	8.90971623193445	9.20106801661531
RO3G_06979	0	0	0	0	0	0	0	0	0	0
RO3G_06983	4.78175123241743	7.48175163980682	6.32927740416835	6.19248995424899	5.9427877265298	5.48121284846284	5.2835419545218	3.7815295413616	4.09993276246762	3.62127878913528
RO3G_06984	3.8894340349589	2.28965191982268	3.72892592742958	4.41355035829327	4.78083808264802	4.91588077109584	5.50271931929068	6.90891737138712	6.45495080427611	7.36321064090513
RO3G_06985	4.71154555808185	5.45003844533441	4.30178907305046	4.52114349245176	4.15589015788956	4.31002675405138	4.49877858833699	4.19842131496913	4.90445036810621	4.77231966869536
RO3G_06982	6.9333948168146	8.69740432383096	8.37685824919923	7.97457309789479	7.712506329347	7.42678314344438	7.11899660395974	6.6280990677523	5.4814227494713	4.76919883487923
RO3G_06986	5.52418454811465	3.86255089761965	3.78214023082486	3.69807306710945	4.29789574139146	4.17980446431005	4.64729577743784	4.74202894126523	4.85243550919123	5.2742284448787
RO3G_06987	3.48791510226738	6.6411466309427	5.919151877396	5.74156567915375	5.51521257286841	5.21924457965087	4.65872426371581	3.72930052553209	3.49408804995899	3.07497487182942
RO3G_06991	0	0	0	0	0	0	0	0	0	0
RO3G_06990	1.41982534235062	0	0	0	0	0	0	0	0	0
RO3G_06988	3.68285884720752	6.15760497411508	6.07258802756972	5.5032547509126	5.44150864630693	5.05009443407753	4.77198848274203	3.47575616424369	3.81530379317422	3.06494187617772
RO3G_06981	10.5629678105681	10.3496595989835	10.4005021081008	10.0797590545189	9.91376224751387	9.78727518534912	9.59904296327757	9.99259535927523	9.08604938125062	9.09993199448642
RO3G_06992	5.98696070605532	7.21861534071545	7.33530322327059	7.2886177231012	7.03866765112705	6.81090314805102	6.36979529753124	5.93828465592927	6.10276032893059	5.85327105879038
RO3G_06993	4.71244373246919	2.46631026950399	1.86355602139854	2.34944168852441	2.24158626238588	2.43737293789839	2.97433642521173	4.62976776081561	5.48461532802962	5.51031602854178
RO3G_06994	2.67957394033375	1.15930817246017	0	1.14548456811718	0	1.05293296302768	1.07341062882929	2.65117321481921	3.40913913917791	3.38895686465698
RO3G_06999	0	0	0	0	0	0	0	0	0	0
RO3G_07000	0	1.33362338567579	0	0	0	0	0	0	0	0
RO3G_07001	1.04248930353936	1.43627633296085	0	0	0	0	0	0	0	0
RO3G_06995	7.45530150903249	7.75229412173927	6.44760579358751	6.41264224797595	6.10484917752905	6.0955276652999	5.99829855649905	5.39181853287646	6.22306100467141	5.97650639470808
RO3G_06996	3.56534369912142	0	0	0	0	0	0	1.73717266622914	1.16391978666896	2.07257245510545
RO3G_06997	1.13370364535034	1.48455492953779	1.92812796925835	0	1.02157430482761	0	0	2.03571543100554	1.6585993997306	0
RO3G_07003	1.72627458821269	4.64000464746601	3.51672459608322	3.63323993515897	3.64017942457504	3.50236052384684	3.64167390267207	3.76533089271964	3.51496140386335	3.06125803540517
RO3G_07004	2.92908795016712	1.62782022946129	2.41926995896232	2.74104371667514	3.30183258160681	2.52402087229895	3.24597187576755	4.23473871881019	3.65658334907841	4.27662221781937
RO3G_07006	0	0	0	0	0	0	0	0	0	0
RO3G_07005	6.83422254341529	5.25343536679558	6.36137399041974	6.13986018590201	6.69943917584724	6.84471866946516	7.16094983322814	8.12097541233112	7.52610635571844	6.85694822603157
RO3G_07007	3.36747264237221	2.63203605671033	2.68231361361945	3.1063279236222	2.53103184756877	2.97026274179778	2.51314000761774	2.36864090589751	2.43847535346752	1.72085955769997
RO3G_07015	0	0	0	0	0	0	0	0	0	0
RO3G_07014	2.63282544952909	1.47189953488618	3.04929169797433	3.47003938323839	3.20259487290326	3.49370372631711	3.56974440532577	3.27659786993794	3.80249555532512	3.68673553848127
RO3G_07017	3.50331482211919	1.30409985792392	2.06504618089227	2.58479545660827	2.77015593803164	3.11163590501919	2.95795804327782	2.87777928784456	3.15503710133545	3.67505236407063
RO3G_07018	4.05064331651218	1.76225477628097	2.21902392366006	2.98357547924664	2.82561079076397	3.45124713371991	3.50719959231482	3.17710464191227	3.88384172461972	3.91394758188761
RO3G_07021	0	0	0	0	0	0	0	0	0	0
RO3G_07023	0	0	0	0	0	0	0	0	0	0
RO3G_07022	1.90111837275212	1.34237828589322	1.32443935079318	0	1.3254060617818	1.31628769342541	1.30690601012793	0	1.4374040983474	1.46604522454109
RO3G_07024	1.89646485698819	0	0	0	0	0	0	0	0	0
RO3G_07037	0	0	0	0	0	0	0	0	0	0
RO3G_07019	2.29368414486225	1.08944871006101	1.35569605868525	1.52941675982042	1.79140363539086	2.41445119950619	2.23704530239315	2.21092101347137	3.22698568255254	3.17250109251818
RO3G_07020	5.18305192258744	7.87389942717744	6.86263532082765	6.73793433767262	6.5226590307941	6.14407350842237	5.71332983491786	4.20425703071881	4.27537066623209	3.39251660338378
RO3G_07044	0	0	0	0	0	0	0	0	0	0
RO3G_07045	2.66001042380628	2.50352699202228	3.62761580564571	3.63936762642227	3.45849224443044	3.3793991994948	3.19510389919442	2.44809641276529	2.57448534415889	2.34370563364587
RO3G_07009	2.48042981085057	1.28885766739332	4.25902686456399	5.39775166576383	6.08328186295449	6.31296607553411	6.45366101716764	6.79702242583195	6.37983482166014	5.67187250638272
RO3G_07010	4.00670023973143	4.85041036674514	5.11480287395229	4.92556116262267	4.93432949352287	4.33117593985642	4.13120035978349	3.5294436520972	2.94881158731887	2.87571297175546
RO3G_07011	3.9705281715245	4.66159692055978	2.22857340719973	3.43689893865389	3.44718107885521	3.80165164832556	4.14586247524028	3.85312186991364	3.39069982436684	3.2746857082596
RO3G_07012	3.09317698131293	3.31390204886118	2.89956210234834	3.03729764665357	3.29800119614002	3.38834835638108	3.71222908583452	2.83946745092517	3.46659869497313	3.60133655064773
RO3G_07013	5.74251532206536	7.46254575876361	6.4538232729795	6.33375531038256	6.06278488305524	6.14027952890535	6.10775502315451	6.69773842802437	7.27371337358728	7.44475360724503
RO3G_07035	1.31314161496131	2.93475852283173	1.93495598342117	1.96752885738819	1.56105712617147	1.33643302969006	0	1.51845588444858	1.35163618470681	2.04261275417885
RO3G_07002	10.5023121703961	9.79277518958523	9.83735957511482	9.45824343207846	9.51874106217294	9.34727851966044	9.32287961798683	9.87154981939664	8.9688919839552	9.25667450546588
RO3G_07047	4.90013200474874	0	2.4561704179634	3.61696037642472	4.19676508100006	4.50415752324526	4.91898174621662	5.31687865062358	5.05503252324132	4.61525042038182
RO3G_07048	3.5727476392398	1.83482810314366	1.21908188415814	1.12175348098767	1.37878157095048	1.22603074866829	1.55384134132126	1.57563255751044	1.34134765480163	1.63045217829981
RO3G_07049	3.82470811223924	0	0	0	0	0	0	0	0	0
RO3G_07050	10.0105073881164	3.61667517194686	2.16168941927856	2.35149369510143	1.9562486428024	2.19403000303352	1.91794779975386	1.62556641227279	1.9372691609654	1.52690342597377
RO3G_07051	8.85141717966119	3.70967354937741	1.66044652901502	2.01029501658441	1.57405868603513	2.90050158081113	3.34926505639839	6.06505599894313	5.34098605536788	5.60131983266763
RO3G_07055	0	0	0	0	0	0	0	0	0	0
RO3G_07059	0	0	0	0	0	0	0	0	0	0
RO3G_07057	0	0	0	0	0	0	0	0	1.15369112286794	1.80283451387136
RO3G_07056	8.31687166253472	4.41807797344606	5.54156418366974	6.76753164154241	7.55611573568412	8.00416266172689	7.87498725399306	7.64200593213793	7.18516848868672	6.4224774618368
RO3G_07052	12.4532975710189	11.9402386920416	12.0996586050904	11.8415866040858	11.6882646680201	11.5431588978194	11.3695780249689	11.9666475104251	11.2165651661516	11.526324304998
RO3G_07053	4.26576096474042	2.09606299013049	1.80917190922843	2.26796983667774	2.54574179040551	2.45409969981724	2.99591314382275	2.74699368944882	2.49556347487829	2.45669982399509
RO3G_07054	4.20302058258324	2.34817856792037	3.2548708372843	3.55772303872356	3.67859289468205	3.61549408933412	3.82314284880846	4.00339402441938	4.18756061817005	4.01305534686365
RO3G_07062	0	1.70717210600442	3.70091867920953	3.8883587865059	3.73433486527004	3.66332877559584	3.74475253201513	3.10044051540474	3.082837057719	2.70662249173459
RO3G_07067	0	0	0	0	0	0	0	0	0	0
RO3G_07063	0	0	1.966275043056	2.57548753582732	3.12082688221293	3.72113658371095	3.97178378261559	4.64548829448792	3.85302071889382	3.07122189198887
RO3G_07064	2.38771247399965	1.0062540643938	0	0	1.51650830106135	1.56970009312149	1.99037620711822	3.78446701255016	3.94062384218072	4.30524911408131
RO3G_07065	4.18859602191854	8.43206827226	8.57960506426787	8.07132544372992	7.86252501941779	7.30379596954628	6.81718923236755	6.17931245012792	4.84035884847163	4.03823803417967
RO3G_07066	1.18176647928124	0	0	0	0	0	0	0	0	1.11659581742554
RO3G_07069	0	0	0	0	0	0	0	0	0	0
RO3G_07070	1.97104213484377	3.43723683191549	2.27875736376469	2.34164020407959	1.76558669629318	2.23641089316444	1.51231149625029	1.19312948892813	1.62815399769162	1.86648859904355
RO3G_07071	2.50647826567113	3.25841768082019	2.71198865907922	2.66764139277438	2.27573282234209	2.23949351111208	2.02635555830994	1.60880107127787	1.62865949789216	1.36135654784166
RO3G_07068	5.23301258948039	0	0	1.3549321259163	2.24086432502597	2.36059684743089	2.59446021257217	1.85821557455124	1.41063307767228	1.17768894227561
RO3G_07073	5.20266309392349	0	0	0	0	0	1.21451021200374	1.64282100386582	2.86589656277076	3.47325976356626
RO3G_07077	2.91099095597098	5.06163200493433	5.46209440422039	5.75963855859349	5.42051619254257	5.19501061070378	4.93807326222729	4.70123506942485	4.97071227715377	5.08879259534552
RO3G_07074	7.73842494463408	3.32448521194191	1.59138532593864	1.69867199941207	2.55487545187386	2.70176684037069	2.94350087350225	5.76716180102626	4.88442462119765	4.2235503293285
RO3G_07079	6.17445456705763	8.69410414548164	8.93935780820367	8.42172489248817	8.20522170761403	7.78464653554511	7.41914919773231	6.56775755480239	5.96475383106011	5.5091287233514
RO3G_07081	0	1.85836818131086	1.11762580995353	2.27149817324314	2.71482091852749	3.03678071578594	3.56653314477204	4.39252468426322	4.70698003609891	2.87785498486359
RO3G_07082	0	0	0	0	0	0	0	1.13840742612155	1.45265465655833	2.44542043549702
RO3G_07080	5.59925473516756	6.18745284292312	7.02237023684008	6.94823493105361	6.87445233698873	6.75796957576455	6.8292009755885	6.62678792388479	5.8267256222636	5.32941662532942
RO3G_07061	10.6073374555508	10.2032807026154	10.6063870128502	10.3692442915627	10.2757034260681	10.1078429766849	9.93629086873626	10.386397292665	9.44558483270886	9.66285218193282
RO3G_07083	5.55114107610793	6.91583306608022	6.98247889805987	6.83916521819765	6.96263760280199	7.19844285909154	7.26039442310478	7.00967019047831	6.85767538410173	6.50855483968655
RO3G_07086	1.15937635500304	1.57968709335764	1.49387987890467	1.66521291303268	2.21997524077694	2.62090546731702	2.54273961662123	3.9668166677621	4.06312988191971	4.2342116786009
RO3G_07087	6.27363030394332	3.12185329461918	3.58190645980678	3.88643021324048	3.82779516898279	3.8763428120078	4.17691526682579	4.04912411552441	4.643692668566	4.68760495939914
RO3G_07088	6.80099768711925	4.8795838982326	4.33163570855796	4.55459344878818	4.76496532477299	4.9293669308872	4.90112631922721	5.05638212685681	5.07271958139673	5.36921853549978
RO3G_07089	3.66084619393639	5.15592754374759	3.60726352197649	3.43958268718822	3.17042569378665	3.34453100585244	3.37081772855076	3.92678939765715	3.8585216905152	3.39211178251112
RO3G_07090	7.29167068320274	9.00848727571246	7.87288458097462	7.62537143236109	7.17280052678585	6.75239198790147	6.26933125874468	5.55481023017321	5.36488427663828	4.9005983819397
RO3G_07091	4.37453819198988	5.17684007545725	4.5049946877371	4.85711394449503	4.63481306531214	4.83836821666624	4.70983089898603	3.81611664345688	4.19182052872301	3.88167357096774
RO3G_07084	10.5230702746323	10.5505951118832	10.8766187524749	10.5883057578123	10.478658646234	10.3070440134619	10.0983891616999	10.4471218274506	9.50930544652608	9.61264767407639
RO3G_07085	5.11654614595279	2.17746350735829	1.00918595623817	0	1.54674638308922	2.72678503439382	3.22991095200156	4.26472149018557	3.46400645575724	1.19060627151392
RO3G_07096	0	0	0	0	0	0	0	0	0	0
RO3G_07102	0	0	0	0	0	0	0	0	0	0
RO3G_07095	4.31020312245006	1.43350095867511	1.04370295956792	2.32519922831938	2.98164727390618	3.30977094912547	3.6393638146571	3.58674061053806	4.56249284695564	4.41899054045239
RO3G_07104	1.39777740608663	0	0	0	0	0	0	0	0	0
RO3G_07098	0	0	0	0	0	0	0	0	0	0
RO3G_07092	4.27860342448738	0	0	0	0	0	0	0	0	0
RO3G_07093	6.75978586138786	8.99346075784371	7.86236109714937	7.89117051888996	7.52640176598907	7.18724100072439	6.81916367837084	5.81624693834004	5.28731372119913	4.12570993847931
RO3G_07094	2.71047841087413	2.59567308097227	4.52241660771694	4.64371932335972	4.05836373457836	4.04126457307071	3.50748142400058	2.41567228094849	3.22159762356811	2.27475983199347
RO3G_07111	0	0	0	0	0	0	0	0	0	0
RO3G_07105	4.75754285061253	1.73325537424905	1.66770732969851	2.16178474654288	2.29603408893299	2.60141345726643	2.8133789426467	2.72378216349214	2.42620828795965	3.50150588915986
RO3G_07123	0	0	0	0	0	0	0	0	0	0
RO3G_07131	0	0	0	0	0	0	0	0	0	0
RO3G_07130	1.26337899280255	0	0	0	0	0	0	0	0	0
RO3G_07121	4.59543876412147	0	1.04391998285197	0	0	1.18052252673552	1.76478904035644	1.48491298379087	1.56016359868033	3.0871869886726
RO3G_07140	1.15707529389604	0	0	0	0	0	0	0	0	0
RO3G_07141	3.34540362764785	3.39140459784182	2.92314855184648	2.81005213195582	2.43605114491169	2.44288358967547	2.41975929580861	4.32510546833141	3.75689014798464	4.89031364271404
RO3G_07145	2.71552218074768	2.56924903342907	2.59752713177723	4.06650488917746	4.30687903243167	4.95255928113906	5.19751358172983	4.49964992939285	5.4903430360742	4.441737594732
RO3G_07144	4.71763388375305	6.03898782767062	6.05844449025288	5.96898484842033	5.92010035735714	6.25033848816174	6.25538220939981	5.91174432121383	6.17247939074269	5.71712042969443
